title,sold_price,sold_date,bids,link
Canon 100ES Digital SLR Camera Case Bag for Rebel SL1 T3i T5 T5i T6s T6i,$15.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/334721020019?epid=25019359984&hash=item4deeed7073%3Ag%3A%7ElgAAOSw2Xpj1LoS&amdata=enc%3AAQAHAAAAoEpnVrI17weVQ6UsBztpnaPnYYGXaImFtKEXz2JI1POaRiIhFf9jeCylKi31e3h8T%2BpTQAMFo1KyQ4SH%2BJ%2FKvCtY5el65Afhlv6tQWBiRiAsTWavTOTWVoQNxE79f7%2BDEe0oj%2Bg7x7HphHg%2F4pvKXEOiGGjvvUu3j0QVmvmr2hF2K5WPZEs7ANFVlu5coWplDk8291sZtuyR4M7Wex6XlEw%3D%7Ctkp%3ABk9SR5yI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
[MINT w/Strap] Canon EOS-3 EOS 3 35mm SLR Film Camera Body From JAPAN,$349.99,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/374453657152?hash=item572f2d5e40%3Ag%3A6PYAAOSwc0pjvpa%7E&amdata=enc%3AAQAHAAAAoHekNaqEMG%2B7Wj1pHC8DaeHWjv%2FTtUgr2NeJKdtvfhpf7L0LM34U2CBHUS0rmooc9hxDkByqqRlgOqRL%2FqgAKibsXLNV7umK%2BTBrbZkwp9UL3c1OAubWKiIwPjF7wsAuSWqtuNzS1ZzSRwUe1z1riAgIi3PS%2BrlRJJa%2BUmvVYY3IVzspVHLhjVfAHv0DrVGwgKMRyW8abSUWZ8JdNGmXZZw%3D%7Ctkp%3ABk9SR5yI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
"""Near Mint"" CANON P Leica Screw Mount Rangefinder Film Camera From JAPAN",$219.99,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/275669910030?hash=item402f35020e%3Ag%3ApoAAAOSwz0lj2mlD&amdata=enc%3AAQAHAAAAoOS2AtUO2QBM4AwoHvwCAWp%2Fthh2N3N%2FFPO0onHBNbKV8B8pQkKjB0rVXHekm3rdfm1aCf2HU4vJE2Vs8LKY0wysIlVIweAYVWGcVdL7UB2pk%2BE6dc%2FwCJb8Az6NRSp0Pwby4FhZwocBW0GJK4f6AmJIG7etf8pKvR7qKAbGe1bE1kH%2FXn8PuSGHcJemWz0gxHBOI5IvAt0pDC4KT3%2Bgc5s%3D%7Ctkp%3ABk9SR5yI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon EOS 60D 18.0MP Digital SLR Camera - Black (Kit w/ EF-S IS II 18-55mm Lens),$190.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",1 bid,https://www.ebay.com/itm/364132657018?epid=114226098&hash=item54c7ff677a%3Ag%3AChQAAOSwYtpjuiNF&amdata=enc%3AAQAHAAAAoN3%2BpWlk2LWQGlNEx%2FyP0EaUrLxEqIwCULUAgY3QNuaD6hKGGy%2BTFOmcMgsPo4vRResBJoiBltNJvU5WlVoJeUOGdq2b9fIKb%2BsAynueuG9N%2Fei%2FY9v9XrlD%2Fs8Imep4bjLQg6xunqu2GUnJU0Uz%2F3js15u8%2BGJcuFu2QPE%2BLfVHCS5x0rPJVs9wNgZyVq4lKgKCZvAfrDUh7%2FHUlt80WQo%3D%7Ctkp%3ABk9SR5yI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
New CANON NB-13L OEM Battery Pack for Cameras G1 G5 G7 G9 SX620 SX720 SX730 740,$19.99,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/404144455388?epid=695710272&hash=item5e18e2fedc%3Ag%3AM6kAAOSwAsJj3sRH&amdata=enc%3AAQAHAAAA0C64px0ufig6YsGs1S2qStsesSUrXBVeXWdczc6udSyqmFyLECo4zxL3qZhC77O25Kf77oBwFfFtdAJ3q1hYq%2BECrHYiB7REzXdiIL1Ftkwei7GjOmnsmH8QQtphBdQURhoLCP7PzIh0EvC9LWTvz5vBZKWeLdOfUY4RHCRlfajLi4mFlY8FElPqE3ZiNfS4JxhC5simC63vT%2BimCodv2WdEtndd%2FVqq2ct6QCmsSXwxpnzBaaYMS7%2Fri9%2FCnbkTqx3vES95ugW1BD0izIa4YuE%3D%7Ctkp%3ABk9SR5yI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon Rebel T3 DSLR Camera Body/Lens Parts Only TURNS ON - Err30,$64.95,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/285129605525?hash=item42630c8195%3Ag%3ACREAAOSw41Nj2ngm&amdata=enc%3AAQAHAAAAoI3s6Tc3HiXAbQo8mgV54Lr2GMPSQKCIErSSs1odeOIomUauOIGiGPsdpdJH%2FGo0906uHQ4Mrkmg1RRF16r%2FRsqROOvwZKxRyR4Gf%2BLmy%2BAhai9ivcOoEslbyGjimNf5Mze%2BI0VlWAFS84C5uKvo6hFtDqba6Y%2FNo1TJI1CCBOGrgVLOXcn0RovRurLXLTdQF6xnERJ5FYHJVhwK2tE5ptc%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
New ListingCanon PowerShot Pro 1 8.0MP Digital Camera - Black UNTESTED,$19.99,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/234891832311?epid=100140430&hash=item36b0a4ebf7%3Ag%3AXr0AAOSwqBBj5WIf&amdata=enc%3AAQAHAAAA0PEQY9920F4FkLdwX60Pok2rf7ESXM%2FcErfTWzWuLXNby5L%2BYGWtRdPcH3txDrrT9OpCaD%2Ft4dQ7o6ZITw4POXumyD9SDxASCc6S2EBhJCoLDTycODgEIiwH3VI5VhHC37lbxInXk9mabG1Klib1fZ73rHp1tQq%2ByBVATYVDg1PCWTAtnsQnESDHFP6QBG4Xq2i1AZGumf%2BK9y3t44H8a7sp9Jz6u1%2FH5fq2W3m97I7QWfqg7qEAVOe6XFTeDyzgRPGdrSvlHSSvING8U7o5sMU%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon EOS Rebel T5 / EOS 1200D 18.0MP Digital SLR Camera - Black,$299.99,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/165744513857?epid=129135309&hash=item2697249341%3Ag%3AWX4AAOSwrBBjWUWT&amdata=enc%3AAQAHAAAAoLwNd4oNn5lGGCRC5OYNTOMD3ngjZxfihp5OCLfqMQKd6f5jO73wipdZlYimbanV3DzFe0N2p%2Figl2zGib0wkwQ4G1UlP6W10w02BjOPGxAJlMvRQAhheVroT7mHNKZBl4fvWgJmTdpWtywZqsLjxR11yfjCLGup1i3EH6CvXS0wd%2Bx8HsLElhtJXptJhnf2LRzwxmcdt9Pq1RI%2BiFFdZnY%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
CANON EOS 1DX DIGITAL SLR CAMERA -  18MP - 1 D X - 1 DX - GOOD,$820.29,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/275673154129?epid=110906499&hash=item402f668251%3Ag%3A6q0AAOSwZ4xjkcRV&amdata=enc%3AAQAHAAAAkLV9FtwMGhfuafoOnbMELVxL6uI9XbccQOE3MOyqba9H6RylhXKRm%2BzdA9PdUXWh0aH7SUTYoRX4w1tA9u%2Bk0MMDFjUwyb07MozqlAV0LoQ0G1nV6VtwsqRtYYYU9m5pfR1GLkoTJpdE%2B3bULbLOMhxIcUD65IeT27vYPtEfMOJv77xTaxbFOJz5WV0TpZo4EA%3D%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Vintage CASED CANON SCOOPIC 16 Movie Camera for Parts/Repair,$199.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",1 bid,https://www.ebay.com/itm/115696441404?hash=item1af00b983c%3Ag%3Av7QAAOSwV0Bj0pzW&amdata=enc%3AAQAHAAAAkLuYyxRcCDG6r7UCRFGthARxd%2BFJ9X7B%2BH1gloYZR0WKDi%2F1nppFxQ%2BSdoO5Wzjdj2QHa0gxr4VfYgM3vQPpVIy1ncbg15%2FLWdMXlQBygtN6Wzka97oDF3N%2F7OIhUkUOfxFDYNiMR62je%2Fb7y3xS5ChTQGgglWUV1%2Fei2Vn%2BWKQidw8j9L0L3I2hFI2W5aRm0Q%3D%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon PowerShot SX620 HS 20.2 MP Digital Camera - Black,$335.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",16 bids,https://www.ebay.com/itm/385391033992?epid=2255513324&hash=item59bb187e88%3Ag%3ArrAAAOSwCrpj3Q2e&amdata=enc%3AAQAHAAAAoEF6jYr7Af1PbIvpcZN7ryGiBkCNCQBFrH3vAxMohbWyy7oaxyTpmDcVETg7tmHwD03to3Wgw6YqhbPxJWWJsetVkrlnAl%2FM%2BvRu6dHWC5KYwrmoIxViL94ZNFxrUwedFbZSQNsLYyzGAc7Q7rXuL%2BsnoCywUPv4QpbQV7ejO1VyfLtAfQZ04EfiXJn0bMXlD4fmrhA4JpCa5T8CvwvwgZc%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
[Near MINT] Canon Lens Mount Converter B From JAPAN #374,$29.90,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/385404347448?hash=item59bbe3a438%3Ag%3ALWAAAOSwGYtja3VO&amdata=enc%3AAQAHAAAA0LZdy3RvR%2FhC2%2BqoOHqJBFWAjRmsNWj%2FuZQgEbGnrYEcOrxptEdxDMtEZcaVdpOYPs%2FSjG%2BAqTNpEB6ZorRIJOI5TjRPPotMr8BrArKNEBj3q1jOWOpwZQS3HBOT1BzgG2h7FXrAoDEh5q8aMOsm0Ai9G3%2Bxk5pC1rLprUdkyXohfddild92w%2BZgimSMqn5lAtRioquywiqyaz%2BqEb50DYBVlc3QxYpSee%2FjydwPxsfmSVxY9wbBfssPwE37cyqXJdQj1B52Xmh6PY9QtMlVs9U%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
"Canon AE-1 Program 35mm SLR Film Camera, Hoya 52mm  and Hoya 72mm macro Lens",$121.50,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",7 bids,https://www.ebay.com/itm/325522016948?epid=17031290263&hash=item4bca9fcab4%3Ag%3AXJoAAOSwCFhjwVxE&amdata=enc%3AAQAHAAAAoKNS171u5ZygPEBivsRq4ZA37YblOk7VMn7Abo2aXPfr7oCeZaX8GrzfTLjjl9LwzTL4Hn4qexFhvJ%2BT2%2Bq5r8Vzypk6poQdgD8KRm%2FIAebdroD0xbWmEbfbDz0%2B6FvmQTHJAPaKlltqQ8i98otHGMvWuftnwMgsDIGg2V4FpreiyzmGJnk3zFTvJCIzbfEGr%2F3Tds63uRDSqZ9v9DqOwdk%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon Speedlite 430EX Flash for Canon EOS SLR DSLR Camera,$40.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/295505355023?hash=item44cd7de10f%3Ag%3Ak7sAAOSwundj2zxu&amdata=enc%3AAQAHAAAAkDX%2B%2ByLHdWmYfeFQsKMueVWGy%2BmxUjEv%2FbcfpIdl0EOJ%2F%2BerDqp%2BWrcba217yTJL3GYRSC2elYmq8%2FDfcLKmk72Yf14VQvWpubFMayycTiJMq1VwX4oYFfagUH1JJbROtFBJrYfg74%2BVxtkfwVYsb%2FVufb26QZud61qy%2BYimnKwAoHXQSKgXJpNSYffBDEcykA%3D%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon 5MB PowerShot A530 AiAF 4X Zoom Digital Camera,$14.90,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/204086382757?epid=100061614&hash=item2f847f10a5%3Ag%3A2JMAAOSwH0pj5HDh&amdata=enc%3AAQAHAAAAoKavqiM2Tk4oRb1BjgoZHep69lPl4vxrDB9oiaA40fGc%2BiiYzcpe%2FA2Rq1PuB%2Bv4wgzimG9MctTqfIV3maXlOVJoqiqmVnRfaQTaaxZx%2FpAH%2BAmcbxq6bvDCE1vZPLXnE6%2Bvxrb2Ew4%2F5%2FzPqUjfcNBKyuSAgBteI6hdgcTWVCamQL7DuCiSaCsDCkvnC%2B4HVdHmPDEin8F3UeC4VXNCatE%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
New ListingCanon Digital Ixus V3 (PC 1037) compact camera. Working but for spares or repair,$6.02,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/234892723671?hash=item36b0b285d7%3Ag%3AxJQAAOSwP91jmu61&amdata=enc%3AAQAHAAAAkFPw4daoAItvqiLtcW0RBNGt78KUn1YW6ET7yxJCEnJy1KtFiGdUjzCYnmTMii6FCYlohJwSkilVAi0ouHYd6cI3NuZ%2FxWA0ujDpFs78fKJjmHNfvKqMTiQ446RAVt7hU8mI8FQ9J%2FOeIuUFlA2WcRyGrs3aOXIED1oCx89xraIYK6rbidU0R1XHeWkcikkafA%3D%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon EW-83E Lens Hood Petal Shaped for Canon Digital Camera BG,$20.31,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Was: Previous Price$21.84  7% off,https://www.ebay.com/itm/295415646139?epid=97116243&hash=item44c82507bb%3Ag%3AKj4AAOSwPh9jmWeW&amdata=enc%3AAQAHAAAAkAFh9qk7C%2FO3lK3SoJUbbclkEKuKH591nhaMh%2Br5KuxuRzTL60Ve7YejzmBjAnChf1uRXgfvX%2FnjHl6fZg9aAmvkmrLcGFOngqJVAAAxTEEIsJNRYExkw48t7e2KBCCtQCgfg9u7GB%2FCYMtv3nWZJFv9h%2BCOf4dQvFTG%2BRGweEOC%2B4k2Uoxn%2FiOVn3weKUP1fg%3D%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon Sure Shot MAX Date 35mm f/3.5 Film Point & Shoot Camera tested and working,$65.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",1 bid,https://www.ebay.com/itm/334730187392?hash=item4def795280%3Ag%3ATxEAAOSwjpRjtuqU&amdata=enc%3AAQAHAAAAkEdNOlvr%2BrbxazTXo%2BkocNDm7IC09OETKit9iiJrbor4UkFbQYZrfmaD4brUWJPeZnv7bzC4wkmFPe4lEGq9CUEVZSugpHbw2y09oMuR71buOrj8u3siKHRV%2BesnCyRBTzsqFsmpFv9mfCPiHG9EzCm3bAbFojNlu3rgAfukitVMDulMmEgr9D5kw7TbCxL52Q%3D%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
[Near MINT] Canon Autoboy 3 QD Sure Shot Supreme Point & Shoot 35mm Film Camera,$79.99,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/144928786213?hash=item21be6dc725%3Ag%3AhMgAAOSwlNBj1dsf&amdata=enc%3AAQAHAAAAoE7d3zjDWHGsG9gWZb%2BIZqUFqnM92zQkH793I5EIZBfM7RsQGGhSyFECSdvU7EEaNi5itEydoLPNw0dy18MsTfjizKfOdcAwqIF8scnsEOAVCA6ACpCqJsgC6S2OXdeBOizhefqH5pQjE0Nc81n%2Fi7B9ZOUk%2FW55OR%2BQF789Uz2mD3lV9dClFqdyCXWvpbdl6LAULk2nAm4nuXT0bbtQe7E%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon EOS 400D 10.1MP Digital SLR Camera + EF-S 18-55mm Lens with Backpack,$182.56,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/124977203318?hash=item1d1938c876%3Ag%3A73QAAOSw0%7Ehhetsc&amdata=enc%3AAQAHAAAAoFBTxGUtvSKs9TClC5stCbg3vg%2FcYAVD24fpUNaIPZJtJ5iKeT9yg3%2Fch0L4Ke6%2F%2FqchV%2FwHgvAXPvjwQCcnbtmpwfkTOsyQcCPUW3M1TVLfqQYRj35qE16exkg5uL4vkA0f5UvMBsFpEqJKbqlKKf4V6kVwib7cSTNOr92z0kJ9UxWsmgJB8EDmBeqWTSWnsCJTMP7dMP3aQ4ksEC%2BPENI%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon EOS 5DSR 50.6MP 5DS R Camera Body Only (USA Model) Excellent * LOW Shutter,"$1,279.00","<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/234890443653?epid=210129870&hash=item36b08fbb85%3Ag%3ACCoAAOSwy6Bj4%7E1d&amdata=enc%3AAQAHAAAAoAiaaB3S70jAp2UT%2BKAtHBG7YiM%2Bl9hMvNSznjV1ogDNMAc60DXRno%2FAOxpbJx0TlGQHcHrD6aMf%2BhnenpIE%2BuNiY%2B18EEhaWJr%2B1dyBTeTBGgUxPVZrODabMErYwdGzhGG0shIylqbeobMHywLrSN2xxNmyXawKCfiPzFPbSOV9rmptsoRxyAjPPoHoNtl8Aqeu3HWVj7%2FOf15I%2B6vvurk%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
"[Shots 1,097] Canon EOS 50D Digital SLR Camera + EF 28-105mm Lens w/ Bag A43",$279.70,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/185731782683?hash=item2b3e7a181b%3Ag%3A0YQAAOSwFT1jvPsj&amdata=enc%3AAQAHAAAA4H8nGgutpKPstZlbSQnE1oq%2FTw1Zcevi3aRUtlCbHl4%2BR8sJenwV2rZsCxaFuPYk2sdk7GRuGsf9KMrB%2F5dZiq3D8cz6zOgIfG0OFVl%2BFPlatrZCg0OkrK%2FJT5lez6EfID8%2F4g8qF3KTAxiShN9ls1yQZLVHLwENypadutgdvlDAIB%2FVmDXTRClAPSzYLYz5jNZuXCJ1fIQMtKAJItFxixJz6wOfgAYu3fAXk%2BpiHCsUCTgWalsFdfc3Ea2XAFJZzQkSGKr93CioVX7ix%2BMWA5broOrmbgd5uBkWJdD7UQJ3%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
"Canon Sure Shot 85 Zoom Date 35mm Film Camera w/Carrying Case Tested, Works!",$59.99,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/255955190470?hash=item3b981e42c6%3Ag%3Am5kAAOSwg8Bj1wFS&amdata=enc%3AAQAHAAAAkIecnlDMLQKqP7M2I5hrNR87nj5R1wvO7Hd8sqQOWD7Vx8WNPbp%2B7nMJkCEzweYFozuqdqaXdTU7NYJ900jkv8S%2FL2NFzLh51aQsYbl42UdSP5n%2BZY4oJ8s7yYnc5RzoP8DWGKJ04m%2FKfsAvbSOHTTqfODvTQQ9PV7EKQhYBrKothIwuyoo9VZ8WFL8aadMfLQ%3D%3D%7Ctkp%3ABk9SR56I7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon Sure Shot 85 Zoom Date 35mm Film Camera 38-85mm Lens Point Shoot ,$60.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/234887149441?hash=item36b05d7781%3Ag%3AZiQAAOSwGqZj4Hg2&amdata=enc%3AAQAHAAAAkA%2ByaTNnZVHRhmzMTcQ6EzM1Zuvv%2FTiKElaQtVkL4HRwTVHoGdYczKywoMMwHpyqVuFtoHoAHFf6PyOw7EpbxQUrHn%2BN8FsDEZlVZVT7uwRyc16%2B0mS5Z1yh%2BvomNEkld1kBsALA3qvuY2fKBTV4XLh1pYq2c216hMlO0FdVBl58QdWL5EeyiNZdZ%2F%2FvSNpglg%3D%3D%7Ctkp%3ABk9SR6CI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon PowerShot G7 X Mark II Digital Camera | Boxed |,$474.64,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/314353197812?epid=15032166302&hash=item4930e922f4%3Ag%3AnbAAAOSw0U9je6Br&amdata=enc%3AAQAHAAAAoEFcR7HvCWi7QXHSPoH4qErWLfXQLPi7v9geIRqldWWySC1Jo5DuRwFFNMv76wqliODDeb1GNWM1kXl9qUZkv5fnYw7v1jh2p%2FBTMvYesov02h%2FIsxY9OMi4dy8L8jFnSDnWSlV4oirAJ0lfN4ApswQeek%2Bw%2FHoWjegcHpo%2B2Z7729NT0qRZkZqD%2Fw03gN0W4EPajkdqK%2FS7%2BZlPYm%2BuF78%3D%7Ctkp%3ABk9SR6CI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon Sure Shot Telemax 35mm Film Point & Shoot Camera 38-70mm UNTESTED,$49.99,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/134440673607?hash=item1f4d49e147%3Ag%3ARPkAAOSw7fVj4iH7&amdata=enc%3AAQAHAAAAoIx0frzRrx1XGoNIHR4idyxvH%2B8yb5Haf0Usbmw8iG1Epnbn0LHtzynERyGRz74fCeID0YPusqLqeyKpKMWbSD16H4EU67X76XCsk9DM4rvKjZIAEOxJT%2FzxqHoyHtlek%2FKr85YUzIbxtQ7Z5IXGdUYoAEcsTHWSdCfNOWuQs1%2FkP7Uw7VKT%2B3cGqa3ILqiUMnCmc%2Bpy15XQADjfBFdRUAw%3D%7Ctkp%3ABk9SR6CI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon EOS-1DX 1DX 20.1MP Digital SLR Camera 931443,"$1,079.00","<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/165426662499?hash=item2684328c63%3Ag%3AsFEAAOSwtmRiUsWZ&amdata=enc%3AAQAHAAAAoLmJumwfQ2Ws%2FbtaBgw26yTxoU97YBfLbrOhJAVevJbqWRREMjSAGG%2FiaViIVvjAMhbFbY5qsH8HkC%2BrehqLljsOtpDuF2tcG5qUS4PeUTpevD%2F1da7AxnFtGSrGVSvEPaFqg%2BEdXjBqkIwQBMqW6yu2ujdDIqHXc1fw0gTfKi1%2BTbvJuHs3DeiEJQ%2Fyc4RwWMleTC2rqoMPgH2mCMhTrmQ%3D%7Ctkp%3ABk9SR6CI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon EOS 55 SLR 35mm Film Camera Body Only From Japan,$29.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/134434353692?hash=item1f4ce9721c%3Ag%3A%7EoEAAOSwNkBj24bo&amdata=enc%3AAQAHAAAAkL%2BXaltPIUIi0YCkVVvmchUepSwmfKEU17QM%2BTfRv8XWZHkrLEqj7OIb7g%2BmTtwLGUCvs92gPJvObvsYJen1G3OWAfjKJtCe18Hyu6xXuQnepLLruU2x4rOANiASOKE6ewmX5OiFv%2FF1J6AM%2BJd5eaWMzndrGic7pSRrN79hEkcNVoPhikn0ah7lF1%2Fq8NNlWg%3D%3D%7Ctkp%3ABk9SR6CI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
Canon PowerShot A495 10.0MP Compact Digital Camera Silver  32gb sd card #44,$47.32,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",Buy It Now,https://www.ebay.com/itm/195560619655?hash=item2d88523e87%3Ag%3AMU4AAOSwBh1jxcuK&amdata=enc%3AAQAHAAAA4ILj3BpglcsZPq87KRtXaWp2mztIPE5g2k4zmB55qiO98k5d3hL3%2FvOTHAIwTPeT1nGJBwB1%2FlZrYLj94TVrmQzmiP1IdneLQGg6FBKg7ZZgRvlo8QXsQwaEBnaod%2BqAm9lCpJcndTzaLi7yuM1mgMzMepfWr81G%2FZTOVcAu0t0qukdrLfx%2BHQ9pVE5r%2FvaJ9EP6DmWMQ5jv7xscfxf22mdWajY%2Bc6wjhdKYnuPVAubV%2FH7srBb53LnajHU5dE8BaoEbDQiqeA8PxODvYPeGcIJTGU85PsVYmOCyPO8Sf%2Fft%7Ctkp%3ABk9SR6CI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
New ListingCANON  Auto Zoom 814 ELECTRONIC   Super 8  CAMERA -w / BOX - Tested ALL WORKS,$345.00,"<span class=""POSITIVE"">Sold  Feb 10, 2023</span>",or Best Offer,https://www.ebay.com/itm/185770520639?hash=item2b40c9303f%3Ag%3AKHoAAOSw6YVj5SFs&amdata=enc%3AAQAHAAAAoNr2YDCVOkDnaD1XDVEyfdMsBscORuK5BdR7TFy7ngkWR7enUQoDT1nCFk8qrOWEsmzvPXIE0Dw%2FAOqliz%2FDl%2FomjSjDwb6%2BDaqc6cM%2FrIxP2xBeCCnuDZLWURVLMlqPbSsH%2BorfcVdS2Yfx%2BTumDh1mmFtylVKOHqxYxFAiHZV8uxGsPbYj0reKe%2FnWjA2xxY6vY0QoWaE4H20PLifTVUI%3D%7Ctkp%3ABk9SR6CI7sDHYQ&LH_Auction=1https%3A%2F%2Fwww.ebay.com%2Fsch%2Fi.html%3F_from%3DR40%7C1
